rank,strategy_id,label,folder,asset_key,phase,source,metadata_file,overall_pf,overall_trades,overall_total_r,win_rate_pct,max_drawdown_r,ml_used,model,split_basis,pre_split_pf,pre_split_trades,post_split_pf,post_split_trades,observed_first70_pf,observed_first70_trades,observed_last30_pf,observed_last30_trades,overfit_risk,overfit_notes,variant_id,key_params
37,competition_usd_cad_us_first30_last30_momentum_signalmonth_direction_same_entryminute_930_exitbarminut_c1317995,USDCAD US opening-range continuation into the close (March filter),competition_usd_cad_us_first30_last30_momentum_signalmonth_direction_same_entryminute_930_exitbarminut_c1317995,usd_cad,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.637,108,39.78,61.1,5.27,yes,ML scorer,true_pre2022_vs_2022_forward,1.021,43,2.637,108,2.081,76,4.007,32,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_signalmonth|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=585|signal_month=3|signal_start=570|risk_reward=2,direction=same; risk_reward=2; entry=930; exit=945; family=us_first30_last30_momentum_signalmonth; min_signal_atr=0
38,competition_british_pound_futures_us_first30_last30_reversal_month_10_57755118,6B US opening-range reversal into the close (October filter),competition_british_pound_futures_us_first30_last30_reversal_month_10_57755118,british_pound_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.627,57,11.61,59.6,1.32,yes,ML scorer,true_pre2022_vs_2022_forward,0.997,151,2.627,57,2.175,40,3.474,17,Low,forward stronger than fit sample,competition_session_edge|family=us_first30_last30_reversal_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_month_10; min_signal_atr=0.5
39,competition_gbp_jpy_london_first30_ny_open_reversal_signalmonth_direction_opposite_entryminute_480_exi_d549e3a7,GBPJPY London opening-range reversal into New York (June filter),competition_gbp_jpy_london_first30_ny_open_reversal_signalmonth_direction_opposite_entryminute_480_exi_d549e3a7,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.599,59,46.42,61.0,5.08,yes,ML scorer,true_pre2022_vs_2022_forward,1.503,31,2.599,59,1.848,42,8.896,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=london_first30_ny_open_reversal_signalmonth|direction=opposite|entry=480|exit=570|min_signal_atr=0.5|signal_end=195|signal_month=6|signal_start=180|risk_reward=2,direction=opposite; risk_reward=2; entry=480; exit=570; family=london_first30_ny_open_reversal_signalmonth; min_signal_atr=0.5
40,competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_dcd12f25,6A NY open gap fade (February filter),competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_dcd12f25,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.596,75,82.37,64.0,7.55,yes,ML scorer,true_pre2022_vs_2022_forward,1.396,154,2.596,75,2.863,53,2.067,22,Low,forward stronger than fit sample,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=660|min_gap_atr=0.35|signal_month=2|risk_reward=2,direction=fade; risk_reward=2; entry=570; exit=660; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.35
41,competition_russell_2000_futures_daily_tsmom_next_overnight_month_7_d15e8a17,RTY 10-day daily momentum overnight (July filter),competition_russell_2000_futures_daily_tsmom_next_overnight_month_7_d15e8a17,russell_2000_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.555,81,85.32,58.0,11.46,yes,ML scorer,true_pre2022_vs_2022_forward,1.016,90,2.555,81,2.630,57,2.388,24,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_month_7|direction=momentum|entry=945|exit=570|lookback=10|signal_month=7|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_month_7; lookback=10
42,competition_crude_oil_futures_us_first30_midday_momentum_month_4_32a2fef5,CL US opening-range continuation into midday (April filter),competition_crude_oil_futures_us_first30_midday_momentum_month_4_32a2fef5,crude_oil_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.538,102,50.54,67.6,7.02,yes,ML scorer,true_pre2022_vs_2022_forward,0.979,222,2.538,102,3.294,72,1.596,30,Low,forward stronger than fit sample,competition_session_edge|family=us_first30_midday_momentum_month_4|direction=same|entry=720|exit=780|min_signal_atr=0|signal_end=585|signal_start=570|signal_month=4|risk_reward=2,direction=same; risk_reward=2; entry=720; exit=780; family=us_first30_midday_momentum_month_4; min_signal_atr=0
43,competition_us_treasury_2y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_339e7451,ZT US opening-range continuation into the close (Friday longs),competition_us_treasury_2y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_339e7451,us_treasury_2y_note_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.520,66,15.15,53.0,2.34,yes,ML scorer,true_pre2022_vs_2022_forward,1.282,42,2.520,66,2.903,47,2.003,19,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_signalweekdayside|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_weekday_side=4_long|risk_reward=2,direction=same; risk_reward=2; entry=930; exit=945; family=us_first30_last30_momentum_signalweekdayside; min_signal_atr=0.5
44,competition_nasdaq_100_futures_daily_tsmom_next_overnight_weekday_side_1_long_8e593f24,NQ 20-day daily mean reversion overnight (Tuesday longs),competition_nasdaq_100_futures_daily_tsmom_next_overnight_weekday_side_1_long_8e593f24,nasdaq_100_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.519,83,87.91,68.7,14.16,yes,ML scorer,true_pre2022_vs_2022_forward,1.117,185,2.519,83,2.025,59,4.191,24,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_1_long|direction=contrarian|entry=945|exit=570|lookback=20|signal_weekday_side=1_long|risk_reward=2,direction=contrarian; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_weekday_side_1_long; lookback=20
45,competition_gbp_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_9b2547fb,GBPUSD US opening-range reversal into the close (October filter),competition_gbp_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_9b2547fb,gbp_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.515,57,11.31,59.6,1.10,yes,ML scorer,true_pre2022_vs_2022_forward,1.166,27,2.515,57,1.991,40,3.483,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_month=10|signal_start=570|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.5
46,competition_usd_chf_us_first30_midday_reversal_month_1_074f7113,USDCHF US opening-range reversal into midday (January filter),competition_usd_chf_us_first30_midday_reversal_month_1_074f7113,usd_chf,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.500,110,44.37,60.0,4.26,yes,ML scorer,true_pre2022_vs_2022_forward,0.499,23,2.500,110,2.395,77,2.625,33,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_midday_reversal_month_1|direction=opposite|entry=720|exit=780|min_signal_atr=0|signal_end=585|signal_start=570|signal_month=1|risk_reward=2,direction=opposite; risk_reward=2; entry=720; exit=780; family=us_first30_midday_reversal_month_1; min_signal_atr=0
47,competition_aud_usd_daily_tsmom_next_overnight_month_12_45e372f3,AUDUSD 20-day daily momentum overnight (December filter),competition_aud_usd_daily_tsmom_next_overnight_month_12_45e372f3,aud_usd,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.498,79,137.91,62.0,21.62,yes,ML scorer,true_pre2022_vs_2022_forward,1.726,53,2.498,79,2.131,56,4.228,23,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_month_12|direction=momentum|entry=945|exit=570|lookback=20|signal_month=12|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_month_12; lookback=20
48,competition_eur_usd_daily_tsmom_next_overnight_month_1_33ed35ff,EURUSD 20-day daily mean reversion overnight (January filter),competition_eur_usd_daily_tsmom_next_overnight_month_1_33ed35ff,eur_usd,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.456,100,172.39,61.0,25.31,yes,ML scorer,true_pre2022_vs_2022_forward,0.665,25,2.456,100,2.664,70,2.149,30,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_overnight_month_1|direction=contrarian|entry=945|exit=570|lookback=20|signal_month=1|risk_reward=2,direction=contrarian; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_month_1; lookback=20
49,competition_silver_futures_london_first30_ny_open_momentum_weekday_side_0_short_7456f9c2,SI London opening-range continuation into New York (Monday shorts),competition_silver_futures_london_first30_ny_open_momentum_weekday_side_0_short_7456f9c2,silver_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.454,90,97.56,63.3,15.38,yes,ML scorer,true_pre2022_vs_2022_forward,0.761,300,2.454,90,2.989,63,1.260,27,Low,forward stronger than fit sample,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|risk_reward=2,direction=same; risk_reward=2; entry=480; exit=570; family=london_first30_ny_open_momentum_weekday_side_0_short; min_signal_atr=0
50,competition_swiss_franc_futures_overnight_close_to_open_bias_short_month_10_17716ea5,6S overnight short close-to-open bias (October filter),competition_swiss_franc_futures_overnight_close_to_open_bias_short_month_10_17716ea5,swiss_franc_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.422,89,135.03,62.9,14.81,yes,ML scorer,true_pre2022_vs_2022_forward,0.607,43,2.422,89,2.115,63,3.415,26,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=overnight_close_to_open_bias_short_month_10|side=short|signal_month=10|risk_reward=2,risk_reward=2; family=overnight_close_to_open_bias_short_month_10; side=short; signal_month=10
51,competition_euro_futures_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitmin_0b54da46,6E 5-day daily mean reversion into RTH (December filter),competition_euro_futures_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitmin_0b54da46,euro_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.398,62,80.96,59.7,12.87,yes,ML scorer,true_pre2022_vs_2022_forward,1.293,243,2.398,62,1.944,44,4.595,18,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=contrarian|entry=570|exit=945|lookback=5|signal_month=12|risk_reward=2,direction=contrarian; risk_reward=2; entry=570; exit=945; family=daily_tsmom_next_rth_signalmonth; lookback=5
52,competition_eur_jpy_us_first30_midday_momentum_month_8_95ae5d8c,EURJPY US opening-range continuation into midday (August filter),competition_eur_jpy_us_first30_midday_momentum_month_8_95ae5d8c,eur_jpy,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.397,57,17.41,49.1,2.74,yes,ML scorer,true_pre2022_vs_2022_forward,0.908,23,2.397,57,2.185,40,2.706,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_midday_momentum_month_8|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=8|risk_reward=2,direction=same; risk_reward=2; entry=720; exit=780; family=us_first30_midday_momentum_month_8; min_signal_atr=0.5
53,competition_gbp_jpy_us_first30_last30_momentum_weekday_side_2_long_461ef776,GBPJPY US opening-range continuation into the close (Wednesday longs),competition_gbp_jpy_us_first30_last30_momentum_weekday_side_2_long_461ef776,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.397,68,9.74,63.2,2.50,yes,ML scorer,true_pre2022_vs_2022_forward,0.652,33,2.397,68,2.190,48,3.120,20,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_weekday_side_2_long|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_weekday_side=2_long|risk_reward=2,direction=same; risk_reward=2; entry=930; exit=945; family=us_first30_last30_momentum_weekday_side_2_long; min_signal_atr=0.5
54,competition_british_pound_futures_daily_tsmom_next_overnight_month_7_da1c691c,6B 3-day daily momentum overnight (July filter),competition_british_pound_futures_daily_tsmom_next_overnight_month_7_da1c691c,british_pound_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.395,87,186.69,58.6,22.25,yes,ML scorer,true_pre2022_vs_2022_forward,1.161,254,2.395,87,2.882,61,1.530,26,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_month_7|direction=momentum|entry=945|exit=945|lookback=3|signal_month=7|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=945; family=daily_tsmom_next_overnight_month_7; lookback=3
55,competition_eur_usd_overnight_close_to_open_bias_long_month_12_8a49b98f,EURUSD overnight long close-to-open bias (December filter),competition_eur_usd_overnight_close_to_open_bias_long_month_12_8a49b98f,eur_usd,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.391,73,84.44,58.9,9.16,yes,ML scorer,true_pre2022_vs_2022_forward,1.447,49,2.391,73,2.031,52,4.674,21,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=overnight_close_to_open_bias_long_month_12|side=long|signal_month=12|risk_reward=2,risk_reward=2; family=overnight_close_to_open_bias_long_month_12; side=long; signal_month=12
56,competition_british_pound_futures_london_first30_last30_reversal_month_1_c3526d80,6B London opening-range reversal into the US close (January filter),competition_british_pound_futures_london_first30_last30_reversal_month_1_c3526d80,british_pound_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.389,78,18.06,55.1,3.43,yes,ML scorer,true_pre2022_vs_2022_forward,1.429,158,2.389,78,2.236,55,2.767,23,Low,forward stronger than fit sample,competition_session_edge|family=london_first30_last30_reversal_month_1|direction=opposite|entry=930|exit=945|min_signal_atr=0.5|signal_end=195|signal_start=180|signal_month=1|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=london_first30_last30_reversal_month_1; min_signal_atr=0.5
57,competition_nzd_usd_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitminute_9_183b1d88,NZDUSD 10-day daily mean reversion into RTH (February filter),competition_nzd_usd_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitminute_9_183b1d88,nzd_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.382,100,138.98,63.0,14.70,yes,ML scorer,true_pre2022_vs_2022_forward,1.165,33,2.382,100,2.056,70,3.069,30,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=contrarian|entry=570|exit=945|lookback=10|signal_month=2|risk_reward=2,direction=contrarian; risk_reward=2; entry=570; exit=945; family=daily_tsmom_next_rth_signalmonth; lookback=10
58,competition_australian_dollar_futures_us_first30_last30_reversal_signalmonth_direction_opposite_entrym_77aa2b55,6A US opening-range reversal into the close (December filter),competition_australian_dollar_futures_us_first30_last30_reversal_signalmonth_direction_opposite_entrym_77aa2b55,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.361,61,10.98,60.7,2.04,yes,ML scorer,true_pre2022_vs_2022_forward,1.372,165,2.361,61,2.055,43,3.567,18,Low,forward stronger than fit sample,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=585|signal_month=12|signal_start=570|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.35
59,competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,AUDUSD US opening-range reversal into the close (December filter),competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.357,60,10.33,63.3,2.15,yes,ML scorer,true_pre2022_vs_2022_forward,1.556,34,2.357,60,1.889,42,4.678,18,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.2
60,competition_micro_bitcoin_futures_daily_tsmom_next_rth_weekday_side_2_short_4be5774f,MBT 10-day daily momentum into RTH (Wednesday shorts),competition_micro_bitcoin_futures_daily_tsmom_next_rth_weekday_side_2_short_4be5774f,micro_bitcoin_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.356,101,182.26,61.4,26.89,yes,ML scorer,true_pre2022_vs_2022_forward,1.185,19,2.356,101,1.711,71,6.526,30,High,thin pre-split sample; forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_rth_weekday_side_2_short|direction=momentum|entry=570|exit=945|lookback=10|signal_weekday_side=2_short|risk_reward=2,direction=momentum; risk_reward=2; entry=570; exit=945; family=daily_tsmom_next_rth_weekday_side_2_short; lookback=10
61,competition_eur_chf_us_first30_midday_momentum_month_6_f4946f20,EURCHF US opening-range continuation into midday (June filter),competition_eur_chf_us_first30_midday_momentum_month_6_f4946f20,eur_chf,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.349,59,15.63,64.4,3.63,yes,ML scorer,true_pre2022_vs_2022_forward,0.923,30,2.349,59,2.096,42,3.386,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_midday_momentum_month_6|direction=same|entry=720|exit=780|min_signal_atr=0.35|signal_end=585|signal_start=570|signal_month=6|risk_reward=2,direction=same; risk_reward=2; entry=720; exit=780; family=us_first30_midday_momentum_month_6; min_signal_atr=0.35
62,competition_aud_usd_london_first30_ny_open_momentum_month_4_6674a830,AUDUSD London opening-range continuation into New York (April filter),competition_aud_usd_london_first30_ny_open_momentum_month_4_6674a830,aud_usd,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.341,103,91.07,56.3,9.63,yes,ML scorer,true_pre2022_vs_2022_forward,1.412,41,2.341,103,2.141,73,3.281,30,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=london_first30_ny_open_momentum_month_4|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=4|risk_reward=2,direction=same; risk_reward=2; entry=480; exit=570; family=london_first30_ny_open_momentum_month_4; min_signal_atr=0
63,competition_swiss_franc_futures_us_first30_midday_momentum_month_5_a2abc7dd,6S US opening-range continuation into midday (May filter),competition_swiss_franc_futures_us_first30_midday_momentum_month_5_a2abc7dd,swiss_franc_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.340,91,31.51,62.6,3.74,yes,ML scorer,true_pre2022_vs_2022_forward,3.038,38,2.340,91,2.594,64,1.886,27,Medium,ML fit sample under 50 trades,competition_session_edge|family=us_first30_midday_momentum_month_5|direction=same|entry=720|exit=780|min_signal_atr=0|signal_end=585|signal_start=570|signal_month=5|risk_reward=2,direction=same; risk_reward=2; entry=720; exit=780; family=us_first30_midday_momentum_month_5; min_signal_atr=0
64,competition_gbp_jpy_us_first30_last30_reversal_weekday_side_2_long_bfe5c772,GBPJPY US opening-range reversal into the close (Wednesday longs),competition_gbp_jpy_us_first30_last30_reversal_weekday_side_2_long_bfe5c772,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.337,118,21.43,65.3,4.10,yes,ML scorer,true_pre2022_vs_2022_forward,0.690,49,2.337,118,1.707,83,6.335,35,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_reversal_weekday_side_2_long|direction=opposite|entry=930|exit=945|min_signal_atr=0|signal_end=585|signal_start=570|signal_weekday_side=2_long|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_weekday_side_2_long; min_signal_atr=0
65,competition_canadian_dollar_futures_daily_tsmom_next_overnight_signalmonth_direction_momentum_entrymin_eee85315,6C 5-day daily momentum overnight (December filter),competition_canadian_dollar_futures_daily_tsmom_next_overnight_signalmonth_direction_momentum_entrymin_eee85315,canadian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.327,82,85.76,63.4,15.51,yes,ML scorer,true_pre2022_vs_2022_forward,1.461,243,2.327,82,1.756,58,5.571,24,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_signalmonth|direction=momentum|entry=945|exit=570|lookback=5|signal_month=12|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_signalmonth; lookback=5
66,competition_gbp_jpy_daily_tsmom_next_overnight_month_10_74426304,GBPJPY 5-day daily mean reversion overnight (October filter),competition_gbp_jpy_daily_tsmom_next_overnight_month_10_74426304,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.316,89,212.62,59.6,24.75,yes,ML scorer,true_pre2022_vs_2022_forward,0.957,49,2.316,89,1.954,63,3.616,26,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_overnight_month_10|direction=contrarian|entry=945|exit=945|lookback=5|signal_month=10|risk_reward=2,direction=contrarian; risk_reward=2; entry=945; exit=945; family=daily_tsmom_next_overnight_month_10; lookback=5
67,competition_gold_futures_daily_tsmom_next_overnight_weekday_side_3_long_648d544b,GC 20-day daily mean reversion overnight (Thursday longs),competition_gold_futures_daily_tsmom_next_overnight_weekday_side_3_long_648d544b,gold_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.247,79,177.80,59.5,19.15,yes,ML scorer,true_pre2022_vs_2022_forward,1.470,284,2.247,79,2.839,56,1.455,23,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_3_long|direction=contrarian|entry=945|exit=945|lookback=20|signal_weekday_side=3_long|risk_reward=2,direction=contrarian; risk_reward=2; entry=945; exit=945; family=daily_tsmom_next_overnight_weekday_side_3_long; lookback=20
68,competition_us_treasury_30y_bond_futures_daily_tsmom_next_overnight_weekday_side_4_short_72a8080e,ZB 20-day daily mean reversion overnight (Friday shorts),competition_us_treasury_30y_bond_futures_daily_tsmom_next_overnight_weekday_side_4_short_72a8080e,us_treasury_30y_bond_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.240,96,57.04,62.5,8.88,yes,ML scorer,true_pre2022_vs_2022_forward,1.450,293,2.240,96,2.169,68,2.386,28,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_short|direction=contrarian|entry=945|exit=570|lookback=20|signal_weekday_side=4_short|risk_reward=2,direction=contrarian; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_weekday_side_4_short; lookback=20
69,competition_sp_500_futures_daily_tsmom_next_overnight_weekday_side_2_short_af21c53b,ES 20-day daily momentum overnight (Wednesday shorts),competition_sp_500_futures_daily_tsmom_next_overnight_weekday_side_2_short_af21c53b,sp_500_futures,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.237,81,81.00,63.0,11.12,yes,ML scorer,true_pre2022_vs_2022_forward,0.750,174,2.237,81,2.127,57,2.490,24,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_2_short|direction=momentum|entry=945|exit=570|lookback=20|signal_weekday_side=2_short|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=570; family=daily_tsmom_next_overnight_weekday_side_2_short; lookback=20
70,competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_1aa4fa28,6A NY open gap fade (October filter),competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_1aa4fa28,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.236,65,75.91,56.9,14.03,yes,ML scorer,true_pre2022_vs_2022_forward,1.514,204,2.236,65,1.665,46,4.886,19,Low,forward stronger than fit sample,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=945|min_gap_atr=0.35|signal_month=10|risk_reward=2,direction=fade; risk_reward=2; entry=570; exit=945; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.35
71,competition_eur_jpy_us_first30_last30_reversal_weekday_side_4_long_6d672b02,EURJPY US opening-range reversal into the close (Friday longs),competition_eur_jpy_us_first30_last30_reversal_weekday_side_4_long_6d672b02,eur_jpy,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.226,49,6.73,53.1,1.25,yes,ML scorer,true_pre2022_vs_2022_forward,1.806,30,2.226,49,1.950,35,2.786,14,Medium,small total sample,competition_session_edge|family=us_first30_last30_reversal_weekday_side_4_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_weekday_side=4_long|risk_reward=2,direction=opposite; risk_reward=2; entry=930; exit=945; family=us_first30_last30_reversal_weekday_side_4_long; min_signal_atr=0.5
72,competition_gbp_usd_daily_tsmom_next_overnight_month_7_1cefc684,GBPUSD 3-day daily momentum overnight (July filter),competition_gbp_usd_daily_tsmom_next_overnight_month_7_1cefc684,gbp_usd,competition_session_edge,competition_session_edge_train_forward_2026_05,machine_learning/selection.json,2.217,88,172.49,56.8,21.68,yes,ML scorer,true_pre2022_vs_2022_forward,1.262,48,2.217,88,2.724,62,1.438,26,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_overnight_month_7|direction=momentum|entry=945|exit=945|lookback=3|signal_month=7|risk_reward=2,direction=momentum; risk_reward=2; entry=945; exit=945; family=daily_tsmom_next_overnight_month_7; lookback=3
73,competition_us_treasury_2y_note_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_ex_d2289e05,ZT NY open gap fade (December filter),competition_us_treasury_2y_note_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_ex_d2289e05,us_treasury_2y_note_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.216,62,36.33,54.8,4.34,yes,ML scorer,true_pre2022_vs_2022_forward,1.496,34,2.216,62,1.996,44,2.973,18,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=615|min_gap_atr=0|signal_month=12|risk_reward=2,direction=fade; risk_reward=2; entry=570; exit=615; family=ny_open_gap_fade_signalmonth; min_gap_atr=0
